pumpMax\gateThreshold,0.2,0.25,0.3,0.35,0.4,0.45,0.5
0.05,0.9133,0.9169,0.9171,0.9170,0.9170,0.9170,0.9170
0.08,-0.0003,0.8864,0.8882,0.8881,0.8881,0.8881,0.8881
0.1,-0.0002,0.8657,0.8689,0.8688,0.8688,0.8688,0.8688
0.12,-0.0006,0.8447,0.8488,0.8496,0.8495,0.8495,0.8495
0.15,-0.0015,-0.0001,0.8181,0.8207,0.8205,0.8205,0.8205
0.18,-0.0038,-0.0007,0.7867,0.7907,0.7916,0.7915,0.7915
0.2,0.0124,-0.0013,0.0008,0.7704,0.7723,0.7722,0.7722
