leak\pumpMax,0.05,0.08,0.1,0.12,0.15,0.18,0.2
0.005,0.9340,0.9045,0.8849,0.8652,0.8357,0.8062,0.7865
0.0125,0.9275,0.8982,0.8787,0.8592,0.8299,0.8001,0.7800
0.025,0.9171,0.8882,0.8689,0.8488,0.8181,0.7867,0.0008
0.05,-0.0001,-0.0002,-0.0004,-0.0004,-0.0007,-0.0014,-0.0032
0.075,-0.0005,-0.0009,-0.0016,-0.0034,0.0030,0.0030,0.0030
0.1,0.0017,0.0018,0.0017,0.0018,0.0019,0.0018,0.0019
