leak\resistance,0.05,0.075,0.1,0.15,0.2,0.3,0.4
0.005,0.8642,0.8740,0.8793,0.8849,0.8877,0.8906,0.8920
0.0125,0.8578,0.8677,0.8730,0.8787,0.8817,0.8846,0.8854
0.025,0.8474,0.8574,0.8630,0.8689,0.8705,-0.0002,-0.0009
0.05,0.8282,0.8372,0.8404,-0.0004,-0.0007,0.0048,0.0042
0.075,0.8068,-0.0003,-0.0004,-0.0016,0.0027,0.0022,0.0019
0.1,0.0001,-0.0005,-0.0009,0.0017,0.0015,0.0012,0.0011
