leak/internalLeak,0.0,0.02,0.05,0.1,0.2,0.5,1.0
0.005,0.8848,0.881,0.8754,0.866,0.8477,0.7839,-0.17980000000000007
0.0125,0.8786,0.8749,0.8693,0.8596999999999999,0.8401,0.7633000000000001,-0.04079999999999995
0.025,0.8674000000000001,0.8641,0.8571,0.8446,0.8161999999999999,0.7005999999999999,-0.04279999999999995
0.035,0.8559,0.8486,0.8367,0.8133,-0.013600000000000001,-0.044499999999999984,-0.07400000000000007
0.05,-0.0007000000000000062,-0.0019000000000000128,-0.0041999999999999815,-0.008800000000000002,-0.020299999999999985,-0.03179999999999994,-0.12460000000000004
